date,head,category,vendor,vendor_kind,line_item,amount,direction,flat_code,source_ref
2025-11-01,expense,Housekeeping,Individual,individual,Housekeeping Supervisor Salary,24205.11,D,,D|Housekeeping|Individual|Housekeeping Supervisor Salary|2025-11
2025-12-01,expense,Housekeeping,Individual,individual,Housekeeping Supervisor Salary,21863,D,,D|Housekeeping|Individual|Housekeeping Supervisor Salary|2025-12
2026-01-01,expense,Housekeeping,Individual,individual,Housekeeping Supervisor Salary,24205.11,D,,D|Housekeeping|Individual|Housekeeping Supervisor Salary|2026-01
2026-02-01,expense,Housekeeping,Individual,individual,Housekeeping Supervisor Salary,24204.88,D,,D|Housekeeping|Individual|Housekeeping Supervisor Salary|2026-02
2026-03-01,expense,Housekeeping,Individual,individual,Housekeeping Supervisor Salary,23424.3,D,,D|Housekeeping|Individual|Housekeeping Supervisor Salary|2026-03
2026-02-01,expense,Uncategorized,Individual,individual,Legal Consultant,15000,D,,D|Uncategorized|Individual|Legal Consultant|2026-02
2025-10-01,expense,Uncategorized,Individual,individual,Management Fee,90000,D,,D|Uncategorized|Individual|Management Fee|2025-10
2025-11-01,expense,Uncategorized,Individual,individual,Management Fee,90000,D,,D|Uncategorized|Individual|Management Fee|2025-11
2025-12-01,expense,Uncategorized,Individual,individual,Management Fee,90000,D,,D|Uncategorized|Individual|Management Fee|2025-12
2026-01-01,expense,Uncategorized,Individual,individual,Management Fee,90000,D,,D|Uncategorized|Individual|Management Fee|2026-01
2026-02-01,expense,Uncategorized,Individual,individual,Management Fee,90000,D,,D|Uncategorized|Individual|Management Fee|2026-02
2026-03-01,expense,Uncategorized,Individual,individual,Management Fee,90000,D,,D|Uncategorized|Individual|Management Fee|2026-03
2025-10-01,expense,Uncategorized,Individual,individual,Pest Control Services,21000,D,,D|Uncategorized|Individual|Pest Control Services|2025-10
2025-11-01,expense,Uncategorized,Individual,individual,Pest Control Services,21000,D,,D|Uncategorized|Individual|Pest Control Services|2025-11
2025-12-01,expense,Uncategorized,Individual,individual,Pest Control Services,21000,D,,D|Uncategorized|Individual|Pest Control Services|2025-12
2026-01-01,expense,Uncategorized,Individual,individual,Pest Control Services,21000,D,,D|Uncategorized|Individual|Pest Control Services|2026-01
2026-02-01,expense,Uncategorized,Individual,individual,Pest Control Services,21000,D,,D|Uncategorized|Individual|Pest Control Services|2026-02
2026-03-01,expense,Uncategorized,Individual,individual,Pest Control Services,21000,D,,D|Uncategorized|Individual|Pest Control Services|2026-03
2025-10-01,expense,Petty Cash,Individual,individual,Petty Cash - Consumables,6495,D,,D|Petty Cash|Individual|Petty Cash - Consumables|2025-10
2025-11-01,expense,Petty Cash,Individual,individual,Petty Cash - Consumables,6675,D,,D|Petty Cash|Individual|Petty Cash - Consumables|2025-11
2025-12-01,expense,Petty Cash,Individual,individual,Petty Cash - Consumables,11763,D,,D|Petty Cash|Individual|Petty Cash - Consumables|2025-12
2026-01-01,expense,Petty Cash,Individual,individual,Petty Cash - Consumables,21309.5,D,,D|Petty Cash|Individual|Petty Cash - Consumables|2026-01
2026-02-01,expense,Petty Cash,Individual,individual,Petty Cash - Consumables,7751.41,D,,D|Petty Cash|Individual|Petty Cash - Consumables|2026-02
2026-03-01,expense,Petty Cash,Individual,individual,Petty Cash - Consumables,6443.83,D,,D|Petty Cash|Individual|Petty Cash - Consumables|2026-03
2025-10-01,expense,Uncategorized,Individual,individual,Petty Cash - Cultural Event,165,D,,D|Uncategorized|Individual|Petty Cash - Cultural Event|2025-10
2026-01-01,expense,Uncategorized,Individual,individual,Petty Cash - Cultural Event,210,D,,D|Uncategorized|Individual|Petty Cash - Cultural Event|2026-01
2026-03-01,expense,Uncategorized,Individual,individual,Petty Cash - Cultural Event,51083,D,,D|Uncategorized|Individual|Petty Cash - Cultural Event|2026-03
2025-10-01,expense,Petty Cash,Individual,individual,Petty Cash - Electricals,445,D,,D|Petty Cash|Individual|Petty Cash - Electricals|2025-10
2025-11-01,expense,Petty Cash,Individual,individual,Petty Cash - Electricals,3625,D,,D|Petty Cash|Individual|Petty Cash - Electricals|2025-11
2025-12-01,expense,Petty Cash,Individual,individual,Petty Cash - Electricals,260,D,,D|Petty Cash|Individual|Petty Cash - Electricals|2025-12
2026-01-01,expense,Petty Cash,Individual,individual,Petty Cash - Electricals,3029,D,,D|Petty Cash|Individual|Petty Cash - Electricals|2026-01
2026-02-01,expense,Petty Cash,Individual,individual,Petty Cash - Electricals,150,D,,D|Petty Cash|Individual|Petty Cash - Electricals|2026-02
2026-03-01,expense,Petty Cash,Individual,individual,Petty Cash - Electricals,1775,D,,D|Petty Cash|Individual|Petty Cash - Electricals|2026-03
2025-10-01,expense,Petty Cash,Individual,individual,Petty Cash - Hardware,3998,D,,D|Petty Cash|Individual|Petty Cash - Hardware|2025-10
2025-11-01,expense,Petty Cash,Individual,individual,Petty Cash - Hardware,360,D,,D|Petty Cash|Individual|Petty Cash - Hardware|2025-11
2025-12-01,expense,Petty Cash,Individual,individual,Petty Cash - Hardware,990,D,,D|Petty Cash|Individual|Petty Cash - Hardware|2025-12
2026-01-01,expense,Petty Cash,Individual,individual,Petty Cash - Hardware,4805,D,,D|Petty Cash|Individual|Petty Cash - Hardware|2026-01
2026-02-01,expense,Petty Cash,Individual,individual,Petty Cash - Hardware,15125,D,,D|Petty Cash|Individual|Petty Cash - Hardware|2026-02
2026-03-01,expense,Petty Cash,Individual,individual,Petty Cash - Hardware,9295,D,,D|Petty Cash|Individual|Petty Cash - Hardware|2026-03
2026-01-01,expense,Petty Cash,Individual,individual,Petty Cash - Office Supplies,180,D,,D|Petty Cash|Individual|Petty Cash - Office Supplies|2026-01
2025-10-01,expense,Uncategorized,Individual,individual,Plumbers Salary,75587.61,D,,D|Uncategorized|Individual|Plumbers Salary|2025-10
2025-11-01,expense,Uncategorized,Individual,individual,Plumbers Salary,75587.61,D,,D|Uncategorized|Individual|Plumbers Salary|2025-11
2025-12-01,expense,Uncategorized,Individual,individual,Plumbers Salary,75588,D,,D|Uncategorized|Individual|Plumbers Salary|2025-12
2026-01-01,expense,Uncategorized,Individual,individual,Plumbers Salary,76400.38,D,,D|Uncategorized|Individual|Plumbers Salary|2026-01
2026-02-01,expense,Uncategorized,Individual,individual,Plumbers Salary,75588.24,D,,D|Uncategorized|Individual|Plumbers Salary|2026-02
2026-03-01,expense,Uncategorized,Individual,individual,Plumbers Salary,75587.61,D,,D|Uncategorized|Individual|Plumbers Salary|2026-03
2026-02-01,expense,Maintenance,Individual,individual,Rental Charges Machinery,650,D,,D|Maintenance|Individual|Rental Charges Machinery|2026-02
2026-03-01,expense,Maintenance,Individual,individual,Rental Charges Machinery,650,D,,D|Maintenance|Individual|Rental Charges Machinery|2026-03
2026-02-01,expense,Maintenance,Individual,individual,Repair Work,36666,D,,D|Maintenance|Individual|Repair Work|2026-02
2026-03-01,expense,Maintenance,Individual,individual,Repair Work,35050,D,,D|Maintenance|Individual|Repair Work|2026-03
2025-10-01,expense,Uncategorized,Individual,individual,Roundoff,0.39,D,,D|Uncategorized|Individual|Roundoff|2025-10
2025-11-01,expense,Uncategorized,Individual,individual,Roundoff,-0.05,D,,D|Uncategorized|Individual|Roundoff|2025-11
2025-12-01,expense,Uncategorized,Individual,individual,Roundoff,-0.34,D,,D|Uncategorized|Individual|Roundoff|2025-12
2026-01-01,expense,Uncategorized,Individual,individual,Roundoff,-0.16,D,,D|Uncategorized|Individual|Roundoff|2026-01
2026-02-01,expense,Uncategorized,Individual,individual,Roundoff,0.1,D,,D|Uncategorized|Individual|Roundoff|2026-02
2026-03-01,expense,Uncategorized,Individual,individual,Roundoff,-0.16,D,,D|Uncategorized|Individual|Roundoff|2026-03
2025-10-01,expense,Security,Individual,individual,Security Guards Salary,370832.17,D,,D|Security|Individual|Security Guards Salary|2025-10
2025-11-01,expense,Security,Individual,individual,Security Guards Salary,383195,D,,D|Security|Individual|Security Guards Salary|2025-11
2025-12-01,expense,Security,Individual,individual,Security Guards Salary,375103,D,,D|Security|Individual|Security Guards Salary|2025-12
2026-01-01,expense,Security,Individual,individual,Security Guards Salary,348767.3,D,,D|Security|Individual|Security Guards Salary|2026-01
2026-02-01,expense,Security,Individual,individual,Security Guards Salary,359346.24,D,,D|Security|Individual|Security Guards Salary|2026-02
2026-03-01,expense,Security,Individual,individual,Security Guards Salary,365541.38,D,,D|Security|Individual|Security Guards Salary|2026-03
2025-10-01,expense,Security,Individual,individual,Security Lady Guards Salary,19217.79,D,,D|Security|Individual|Security Lady Guards Salary|2025-10
2025-11-01,expense,Security,Individual,individual,Security Lady Guards Salary,22065,D,,D|Security|Individual|Security Lady Guards Salary|2025-11
2025-12-01,expense,Security,Individual,individual,Security Lady Guards Salary,22065,D,,D|Security|Individual|Security Lady Guards Salary|2025-12
2026-01-01,expense,Security,Individual,individual,Security Lady Guards Salary,22064.87,D,,D|Security|Individual|Security Lady Guards Salary|2026-01
2026-02-01,expense,Security,Individual,individual,Security Lady Guards Salary,22065.12,D,,D|Security|Individual|Security Lady Guards Salary|2026-02
2026-03-01,expense,Security,Individual,individual,Security Lady Guards Salary,21335.1,D,,D|Security|Individual|Security Lady Guards Salary|2026-03
2025-10-01,expense,Security,Individual,individual,Security Supervisor Salary,52517.72,D,,D|Security|Individual|Security Supervisor Salary|2025-10
2025-11-01,expense,Security,Individual,individual,Security Supervisor Salary,35012,D,,D|Security|Individual|Security Supervisor Salary|2025-11
2025-12-01,expense,Security,Individual,individual,Security Supervisor Salary,51671,D,,D|Security|Individual|Security Supervisor Salary|2025-12
2026-01-01,expense,Security,Individual,individual,Security Supervisor Salary,52517.72,D,,D|Security|Individual|Security Supervisor Salary|2026-01
2026-02-01,expense,Security,Individual,individual,Security Supervisor Salary,52517.92,D,,D|Security|Individual|Security Supervisor Salary|2026-02
2026-03-01,expense,Security,Individual,individual,Security Supervisor Salary,50823.6,D,,D|Security|Individual|Security Supervisor Salary|2026-03
2025-10-01,expense,Uncategorized,Individual,individual,STP water collection (Sludge Removal),240000,D,,D|Uncategorized|Individual|STP water collection (Sludge Removal)|2025-10
2025-11-01,expense,Uncategorized,Individual,individual,STP water collection (Sludge Removal),208000,D,,D|Uncategorized|Individual|STP water collection (Sludge Removal)|2025-11
2025-12-01,expense,Uncategorized,Individual,individual,STP water collection (Sludge Removal),178000,D,,D|Uncategorized|Individual|STP water collection (Sludge Removal)|2025-12
2026-01-01,expense,Uncategorized,Individual,individual,STP water collection (Sludge Removal),102435,D,,D|Uncategorized|Individual|STP water collection (Sludge Removal)|2026-01
2026-02-01,expense,Uncategorized,Individual,individual,STP water collection (Sludge Removal),90000,D,,D|Uncategorized|Individual|STP water collection (Sludge Removal)|2026-02
2026-03-01,expense,Uncategorized,Individual,individual,STP water collection (Sludge Removal),104000,D,,D|Uncategorized|Individual|STP water collection (Sludge Removal)|2026-03
2025-10-01,expense,Uncategorized,Individual,individual,STP/WTP Operators Salary,81553.92,D,,D|Uncategorized|Individual|STP/WTP Operators Salary|2025-10
2025-11-01,expense,Uncategorized,Individual,individual,STP/WTP Operators Salary,67718,D,,D|Uncategorized|Individual|STP/WTP Operators Salary|2025-11
2025-12-01,expense,Uncategorized,Individual,individual,STP/WTP Operators Salary,67719,D,,D|Uncategorized|Individual|STP/WTP Operators Salary|2025-12
2026-01-01,expense,Uncategorized,Individual,individual,STP/WTP Operators Salary,66990.72,D,,D|Uncategorized|Individual|STP/WTP Operators Salary|2026-01
2026-02-01,expense,Uncategorized,Individual,individual,STP/WTP Operators Salary,66912.94,D,,D|Uncategorized|Individual|STP/WTP Operators Salary|2026-02
2026-03-01,expense,Uncategorized,Individual,individual,STP/WTP Operators Salary,67718.88,D,,D|Uncategorized|Individual|STP/WTP Operators Salary|2026-03
2025-10-01,expense,Uncategorized,Individual,individual,Swimming Pool Services,17500,D,,D|Uncategorized|Individual|Swimming Pool Services|2025-10
2025-11-01,expense,Uncategorized,Individual,individual,Swimming Pool Services,17500,D,,D|Uncategorized|Individual|Swimming Pool Services|2025-11
2025-12-01,expense,Uncategorized,Individual,individual,Swimming Pool Services,17500,D,,D|Uncategorized|Individual|Swimming Pool Services|2025-12
2026-01-01,expense,Uncategorized,Individual,individual,Swimming Pool Services,17500,D,,D|Uncategorized|Individual|Swimming Pool Services|2026-01
2026-02-01,expense,Uncategorized,Individual,individual,Swimming Pool Services,17500,D,,D|Uncategorized|Individual|Swimming Pool Services|2026-02
2026-03-01,expense,Uncategorized,Individual,individual,Swimming Pool Services,17500,D,,D|Uncategorized|Individual|Swimming Pool Services|2026-03
2025-10-01,expense,Uncategorized,Individual,individual,Tools & Stationary,80101,D,,D|Uncategorized|Individual|Tools & Stationary|2025-10
2025-11-01,expense,Uncategorized,Individual,individual,Tools & Stationary,3751,D,,D|Uncategorized|Individual|Tools & Stationary|2025-11
2025-12-01,expense,Uncategorized,Individual,individual,Tools & Stationary,50,D,,D|Uncategorized|Individual|Tools & Stationary|2025-12
2026-01-01,expense,Uncategorized,Individual,individual,Tools & Stationary,32186,D,,D|Uncategorized|Individual|Tools & Stationary|2026-01
2026-02-01,expense,Uncategorized,Individual,individual,Tools & Stationary,1641,D,,D|Uncategorized|Individual|Tools & Stationary|2026-02
2026-03-01,expense,Uncategorized,Individual,individual,Tools & Stationary,10800,D,,D|Uncategorized|Individual|Tools & Stationary|2026-03
2025-10-01,expense,Uncategorized,Individual,individual,Walkie Talkies,6000,D,,D|Uncategorized|Individual|Walkie Talkies|2025-10
2025-11-01,expense,Uncategorized,Individual,individual,Walkie Talkies,6000,D,,D|Uncategorized|Individual|Walkie Talkies|2025-11
2025-12-01,expense,Uncategorized,Individual,individual,Walkie Talkies,6000,D,,D|Uncategorized|Individual|Walkie Talkies|2025-12
2026-01-01,expense,Uncategorized,Individual,individual,Walkie Talkies,6000,D,,D|Uncategorized|Individual|Walkie Talkies|2026-01
2026-02-01,expense,Uncategorized,Individual,individual,Walkie Talkies,6000,D,,D|Uncategorized|Individual|Walkie Talkies|2026-02
2026-03-01,expense,Uncategorized,Individual,individual,Walkie Talkies,6000,D,,D|Uncategorized|Individual|Walkie Talkies|2026-03
2025-10-01,expense,Utilities,Water Supplier,company,Water Supply,382390,D,,D|Utilities|Water Supplier|Water Supply|2025-10
2025-11-01,expense,Utilities,Water Supplier,company,Water Supply,382250,D,,D|Utilities|Water Supplier|Water Supply|2025-11
2025-12-01,expense,Utilities,Water Supplier,company,Water Supply,358365,D,,D|Utilities|Water Supplier|Water Supply|2025-12
2026-01-01,expense,Utilities,Water Supplier,company,Water Supply,373695,D,,D|Utilities|Water Supplier|Water Supply|2026-01
2026-02-01,expense,Utilities,Water Supplier,company,Water Supply,377480,D,,D|Utilities|Water Supplier|Water Supply|2026-02
2026-03-01,expense,Utilities,Water Supplier,company,Water Supply,451865,D,,D|Utilities|Water Supplier|Water Supply|2026-03
2025-11-01,expense,Uncategorized,Individual,individual,Water Test Report,3700,D,,D|Uncategorized|Individual|Water Test Report|2025-11
2025-12-01,expense,Uncategorized,Individual,individual,Water Test Report,3700,D,,D|Uncategorized|Individual|Water Test Report|2025-12
2026-01-01,expense,Uncategorized,Individual,individual,Water Test Report,3700,D,,D|Uncategorized|Individual|Water Test Report|2026-01
2026-02-01,expense,Uncategorized,Individual,individual,Water Test Report,3700,D,,D|Uncategorized|Individual|Water Test Report|2026-02
2026-03-01,expense,Uncategorized,Individual,individual,Water Test Report,3700,D,,D|Uncategorized|Individual|Water Test Report|2026-03
2026-04-01,income,Uncategorized,Individual,individual,Association Fund,5000,C,,C|Uncategorized|Individual|Association Fund|2026-04
2026-05-01,income,Uncategorized,Individual,individual,Association Fund,3700,C,,C|Uncategorized|Individual|Association Fund|2026-05
2026-06-01,income,Uncategorized,Individual,individual,Association Fund,19500,C,,C|Uncategorized|Individual|Association Fund|2026-06
2026-04-01,income,Facility Rental,Residents,individual,AV room,2800,C,,C|Facility Rental|Residents|AV room|2026-04
2026-05-01,income,Facility Rental,Residents,individual,AV room,3500,C,,C|Facility Rental|Residents|AV room|2026-05
2026-06-01,income,Facility Rental,Residents,individual,AV room,2100,C,,C|Facility Rental|Residents|AV room|2026-06
2026-07-01,income,Facility Rental,Residents,individual,AV room,2800,C,,C|Facility Rental|Residents|AV room|2026-07
2026-05-01,income,Facility Rental,Individual,individual,Business Center,1120,C,,C|Facility Rental|Individual|Business Center|2026-05
2026-06-01,income,Facility Rental,Individual,individual,Business Center,1080,C,,C|Facility Rental|Individual|Business Center|2026-06
2026-07-01,income,Facility Rental,Individual,individual,Business Center,1000,C,,C|Facility Rental|Individual|Business Center|2026-07
2026-04-01,income,Tax,Individual,individual,CGST Output,12740.4,C,,C|Tax|Individual|CGST Output|2026-04
2026-05-01,income,Tax,Individual,individual,CGST Output,7592,C,,C|Tax|Individual|CGST Output|2026-05
2026-06-01,income,Tax,Individual,individual,CGST Output,5328,C,,C|Tax|Individual|CGST Output|2026-06
2026-07-01,income,Tax,Individual,individual,CGST Output,8680,C,,C|Tax|Individual|CGST Output|2026-07
2026-04-01,income,Penalties,Individual,individual,Common Area Violation,1000,C,,C|Penalties|Individual|Common Area Violation|2026-04
2026-06-01,income,Penalties,Individual,individual,Common Area Violation,6000,C,,C|Penalties|Individual|Common Area Violation|2026-06
2026-05-01,income,Events,Individual,individual,Community Curriculum Activities,8179,C,,C|Events|Individual|Community Curriculum Activities|2026-05
2026-05-01,income,Uncategorized,Individual,individual,Fitness Trainers,1000,C,,C|Uncategorized|Individual|Fitness Trainers|2026-05
2026-07-01,income,Uncategorized,Individual,individual,Fitness Trainers,2304,C,,C|Uncategorized|Individual|Fitness Trainers|2026-07
2026-04-01,income,Events,Individual,individual,Flee Market,16000,C,,C|Events|Individual|Flee Market|2026-04
2026-07-01,income,Uncategorized,Individual,individual,Guest Parking Rent,1000,C,,C|Uncategorized|Individual|Guest Parking Rent|2026-07
2026-04-01,income,Penalties,Individual,individual,Late Payment Fine,151725,C,,C|Penalties|Individual|Late Payment Fine|2026-04
2026-05-01,income,Penalties,Individual,individual,Late Payment Fine,95225,C,,C|Penalties|Individual|Late Payment Fine|2026-05
2026-06-01,income,Penalties,Individual,individual,Late Payment Fine,68400,C,,C|Penalties|Individual|Late Payment Fine|2026-06
2026-07-01,income,Penalties,Individual,individual,Late Payment Fine,108175,C,,C|Penalties|Individual|Late Payment Fine|2026-07
2026-04-01,income,Advertisement,Advertiser,company,Lift Advertisement,9900,C,,C|Advertisement|Advertiser|Lift Advertisement|2026-04
2026-06-01,income,Advertisement,Advertiser,company,Lift Advertisement,5500,C,,C|Advertisement|Advertiser|Lift Advertisement|2026-06
2026-07-01,income,Advertisement,Advertiser,company,Lift Advertisement,3300,C,,C|Advertisement|Advertiser|Lift Advertisement|2026-07
2026-04-01,income,Maintenance Collection,Flat Owners,individual,Maintenance Charge,2833274,C,,C|Maintenance Collection|Flat Owners|Maintenance Charge|2026-04
2026-05-01,income,Maintenance Collection,Flat Owners,individual,Maintenance Charge,2838854.05,C,,C|Maintenance Collection|Flat Owners|Maintenance Charge|2026-05
2026-06-01,income,Maintenance Collection,Flat Owners,individual,Maintenance Charge,2707115.06,C,,C|Maintenance Collection|Flat Owners|Maintenance Charge|2026-06
2026-07-01,income,Maintenance Collection,Flat Owners,individual,Maintenance Charge,2748794.41,C,,C|Maintenance Collection|Flat Owners|Maintenance Charge|2026-07
2026-07-01,income,Move Charges,Individual,individual,Move In/Out (Manual),7500,C,,C|Move Charges|Individual|Move In/Out (Manual)|2026-07
2026-04-01,income,Move Charges,Individual,individual,Move in/out Charges,35000,C,,C|Move Charges|Individual|Move in/out Charges|2026-04
2026-05-01,income,Move Charges,Individual,individual,Move in/out Charges,20000,C,,C|Move Charges|Individual|Move in/out Charges|2026-05
2026-06-01,income,Move Charges,Individual,individual,Move in/out Charges,30000,C,,C|Move Charges|Individual|Move in/out Charges|2026-06
2026-07-01,income,Move Charges,Individual,individual,Move in/out Charges,5000,C,,C|Move Charges|Individual|Move in/out Charges|2026-07
2026-04-01,income,Facility Rental,Residents,individual,Multipurpose Party Hall/Club House,12000,C,,C|Facility Rental|Residents|Multipurpose Party Hall/Club House|2026-04
2026-05-01,income,Facility Rental,Residents,individual,Multipurpose Party Hall/Club House,27000,C,,C|Facility Rental|Residents|Multipurpose Party Hall/Club House|2026-05
2026-06-01,income,Facility Rental,Residents,individual,Multipurpose Party Hall/Club House,21000,C,,C|Facility Rental|Residents|Multipurpose Party Hall/Club House|2026-06
2026-07-01,income,Facility Rental,Residents,individual,Multipurpose Party Hall/Club House,24000,C,,C|Facility Rental|Residents|Multipurpose Party Hall/Club House|2026-07
2026-06-01,income,Penalties,Individual,individual,Parking Violation,1000,C,,C|Penalties|Individual|Parking Violation|2026-06
2026-04-01,income,Tax,Individual,individual,SGST Output,12740.4,C,,C|Tax|Individual|SGST Output|2026-04
2026-05-01,income,Tax,Individual,individual,SGST Output,7592,C,,C|Tax|Individual|SGST Output|2026-05
2026-06-01,income,Tax,Individual,individual,SGST Output,5328,C,,C|Tax|Individual|SGST Output|2026-06
2026-07-01,income,Tax,Individual,individual,SGST Output,8680,C,,C|Tax|Individual|SGST Output|2026-07
2025-11-01,income,Facility Rental,Residents,individual,AV room,2800,C,,C|Facility Rental|Residents|AV room|2025-11
2025-12-01,income,Facility Rental,Residents,individual,AV room,2800,C,,C|Facility Rental|Residents|AV room|2025-12
2026-01-01,income,Facility Rental,Residents,individual,AV room,2800,C,,C|Facility Rental|Residents|AV room|2026-01
2026-02-01,income,Facility Rental,Residents,individual,AV room,1400,C,,C|Facility Rental|Residents|AV room|2026-02
2026-03-01,income,Facility Rental,Residents,individual,AV room,2800,C,,C|Facility Rental|Residents|AV room|2026-03
2025-12-01,income,Tax,Individual,individual,CGST Output,8345.88,C,,C|Tax|Individual|CGST Output|2025-12
2026-01-01,income,Tax,Individual,individual,CGST Output,30540.06,C,,C|Tax|Individual|CGST Output|2026-01
2026-02-01,income,Tax,Individual,individual,CGST Output,3940,C,,C|Tax|Individual|CGST Output|2026-02
2026-03-01,income,Tax,Individual,individual,CGST Output,9199,C,,C|Tax|Individual|CGST Output|2026-03
2026-03-01,income,Penalties,Individual,individual,Common Area Violation,3000,C,,C|Penalties|Individual|Common Area Violation|2026-03
2025-11-01,income,Penalties,Individual,individual,Late Payment Fine,26750,C,,C|Penalties|Individual|Late Payment Fine|2025-11
2025-12-01,income,Penalties,Individual,individual,Late Payment Fine,40050,C,,C|Penalties|Individual|Late Payment Fine|2025-12
2026-01-01,income,Penalties,Individual,individual,Late Payment Fine,38650,C,,C|Penalties|Individual|Late Payment Fine|2026-01
2026-02-01,income,Penalties,Individual,individual,Late Payment Fine,93100,C,,C|Penalties|Individual|Late Payment Fine|2026-02
2026-03-01,income,Penalties,Individual,individual,Late Payment Fine,147875,C,,C|Penalties|Individual|Late Payment Fine|2026-03
2026-01-01,income,Advertisement,Advertiser,company,Lift Advertisement,15400,C,,C|Advertisement|Advertiser|Lift Advertisement|2026-01
2026-02-01,income,Advertisement,Advertiser,company,Lift Advertisement,11000,C,,C|Advertisement|Advertiser|Lift Advertisement|2026-02
2026-03-01,income,Advertisement,Advertiser,company,Lift Advertisement,4000,C,,C|Advertisement|Advertiser|Lift Advertisement|2026-03
2025-10-01,income,Maintenance Collection,Flat Owners,individual,Maintenance Charge,18470,C,,C|Maintenance Collection|Flat Owners|Maintenance Charge|2025-10
2025-11-01,income,Maintenance Collection,Flat Owners,individual,Maintenance Charge,1552953,C,,C|Maintenance Collection|Flat Owners|Maintenance Charge|2025-11
2025-12-01,income,Maintenance Collection,Flat Owners,individual,Maintenance Charge,3059180,C,,C|Maintenance Collection|Flat Owners|Maintenance Charge|2025-12
2026-01-01,income,Maintenance Collection,Flat Owners,individual,Maintenance Charge,4795572.82,C,,C|Maintenance Collection|Flat Owners|Maintenance Charge|2026-01
2026-02-01,income,Maintenance Collection,Flat Owners,individual,Maintenance Charge,2721950.8,C,,C|Maintenance Collection|Flat Owners|Maintenance Charge|2026-02
2026-03-01,income,Maintenance Collection,Flat Owners,individual,Maintenance Charge,2747405,C,,C|Maintenance Collection|Flat Owners|Maintenance Charge|2026-03
2025-12-01,income,Move Charges,Individual,individual,Move in/out Charges,7500,C,,C|Move Charges|Individual|Move in/out Charges|2025-12
2026-01-01,income,Move Charges,Individual,individual,Move in/out Charges,7500,C,,C|Move Charges|Individual|Move in/out Charges|2026-01
2026-02-01,income,Move Charges,Individual,individual,Move in/out Charges,17500,C,,C|Move Charges|Individual|Move in/out Charges|2026-02
2026-03-01,income,Move Charges,Individual,individual,Move in/out Charges,37500,C,,C|Move Charges|Individual|Move in/out Charges|2026-03
2025-12-01,income,Facility Rental,Residents,individual,Multipurpose Party Hall/Club House,18000,C,,C|Facility Rental|Residents|Multipurpose Party Hall/Club House|2025-12
2026-01-01,income,Facility Rental,Residents,individual,Multipurpose Party Hall/Club House,33000,C,,C|Facility Rental|Residents|Multipurpose Party Hall/Club House|2026-01
2026-02-01,income,Facility Rental,Residents,individual,Multipurpose Party Hall/Club House,21000,C,,C|Facility Rental|Residents|Multipurpose Party Hall/Club House|2026-02
2026-03-01,income,Facility Rental,Residents,individual,Multipurpose Party Hall/Club House,27000,C,,C|Facility Rental|Residents|Multipurpose Party Hall/Club House|2026-03
2025-12-01,income,Tax,Individual,individual,SGST Output,8345.88,C,,C|Tax|Individual|SGST Output|2025-12
2026-01-01,income,Tax,Individual,individual,SGST Output,30540.06,C,,C|Tax|Individual|SGST Output|2026-01
2026-02-01,income,Tax,Individual,individual,SGST Output,3940,C,,C|Tax|Individual|SGST Output|2026-02
2026-03-01,income,Tax,Individual,individual,SGST Output,9199,C,,C|Tax|Individual|SGST Output|2026-03
